participant_id,language_proficiency,preferred_medium,team_role,interaction_frequency,time_in_team,change_in_medium_preference,collaboration_effectiveness
529,5,Voice,Team Member,48,31,1,4.154517736790876
530,5,Voice,Team Member,20,11,1,2.3894757015445367
531,2,Text,Team Member,48,8,0,9.538459634051913
532,2,Text,Team Member,19,26,0,6.357899347991415
533,2,Text,Team Member,33,2,0,5.971275338234418
534,5,Video,Team Member,36,28,1,9.974385048873266
535,3,Video,Manager,24,10,0,6.124261038907539
536,5,Video,Team Member,10,21,0,6.461598809360338
537,3,Voice,Team Member,34,28,0,0.44774299296759024
538,3,Video,Manager,36,33,0,8.590506020335374
539,2,Voice,Team Member,47,11,0,9.700894317
540,4,Video,Team Member,36,1,0,9.603111505236866
541,1,Text,Manager,16,33,0,2.211056095380688
542,2,Text,Team Member,15,3,0,2.259153439701591
543,2,Text,Team Member,18,26,0,3.6604712521317815
544,4,Voice,Team Member,7,15,0,3.1021007091756694
545,1,Text,Team Member,47,14,0,3.0561464739749553
546,5,Voice,Team Member,22,23,1,6.052167171350913
547,5,Video,Team Member,32,8,0,8.056080068369498
548,2,Text,Team Member,43,20,1,9.367681607
549,1,Voice,Manager,19,6,0,0.6786047857733235
550,2,Voice,Team Member,40,33,0,2.779784763841151
551,3,Text,Manager,1,28,1,2.5501377344295495
552,2,Text,Team Member,35,30,1,3.5743966357383714
553,2,Voice,Team Member,5,17,0,4.243342631
554,5,Video,Team Member,12,9,1,3.891714717030217
555,5,Video,Team Member,12,28,0,9.521472094
556,5,Video,Manager,21,7,0,4.371290560843858
557,3,Text,Manager,19,28,0,5.515925710848579
558,5,Video,Manager,9,17,0,7.486332804859066
559,1,Text,Team Member,43,5,0,7.250847969865215
560,4,Voice,Team Member,49,5,0,5.829645666945687
561,1,Text,Manager,48,14,0,8.608320235
562,1,Text,Team Member,36,6,0,6.241813089408278
563,5,Voice,Team Member,42,7,1,8.747588473885994
564,4,Video,Team Member,47,17,0,3.0276575058250375
565,4,Voice,Team Member,32,9,0,1.320236769133356
566,4,Video,Team Member,35,31,1,8.195204565492691
567,3,Voice,Manager,31,22,0,3.825179079749094
568,5,Video,Team Member,32,9,0,6.510845716412402
569,4,Video,Team Member,37,16,0,7.3731119646959336
570,3,Video,Team Member,32,34,0,3.2671047542724896
571,2,Text,Team Member,43,13,1,5.051633886
572,2,Text,Manager,37,19,0,8.949265151395041
573,3,Video,Team Member,39,12,0,8.797932352384718
574,3,Text,Team Member,38,10,0,7.493570775127645
575,5,Voice,Team Member,30,16,0,7.627395319435024
576,5,Video,Team Member,32,28,0,8.976844491
577,2,Voice,Team Member,45,19,0,7.363323872899161
578,4,Voice,Team Member,2,6,1,3.3958535930349543
579,2,Text,Team Member,11,4,1,1.2078267964001865
580,4,Video,Team Member,20,30,0,4.218840999747373
581,4,Voice,Team Member,37,31,0,0.8734341585367633
582,5,Video,Manager,9,27,1,1.1577077699078842
583,1,Voice,Manager,38,21,0,9.501720928365696
584,1,Text,Manager,49,9,1,6.758869606024898
585,3,Voice,Team Member,19,35,1,8.516087005
586,5,Voice,Team Member,40,21,1,6.428991932734906
587,4,Video,Team Member,7,17,0,4.1854002840007105
588,1,Text,Team Member,5,24,0,0.2515878246158276
589,4,Voice,Manager,47,31,0,9.558370369750374
590,1,Text,Team Member,42,6,1,0.7093247205258124
591,1,Text,Team Member,24,35,0,6.101630660198326
592,1,Voice,Team Member,48,13,1,1.0220321173051539
593,5,Video,Manager,41,25,0,2.8414767858956838
594,2,Text,Manager,7,32,0,1.8581745729879473
595,4,Video,Team Member,11,1,1,5.537169151588768
596,5,Voice,Team Member,9,35,0,8.870753451
597,5,Video,Manager,49,19,0,6.356223077977161
598,5,Video,Team Member,30,12,0,6.6418801950626065
599,5,Voice,Team Member,41,20,0,9.089314962133026
600,5,Video,Team Member,3,33,0,7.494252279711054
601,3,Voice,Team Member,22,29,0,8.659558363840327
602,4,Voice,Manager,40,16,0,4.163920918598654
603,5,Video,Team Member,20,14,1,8.653563378
604,4,Video,Team Member,32,7,1,6.458613885658445
605,3,Text,Team Member,48,6,0,1.3560778274133811
606,3,Voice,Team Member,7,21,0,0.3871250836706608
607,4,Video,Team Member,7,22,0,2.440344136857844
608,1,Text,Team Member,20,19,1,3.7834964882669118
609,2,Text,Team Member,25,25,0,8.375678660808568
610,1,Text,Team Member,45,3,1,7.412445570252967
611,1,Text,Manager,35,34,0,9.553757278069176
612,1,Text,Team Member,44,11,1,5.591747987
613,5,Voice,Manager,24,27,0,7.477416516079946
614,3,Text,Manager,40,2,1,2.7528338524262477
615,1,Text,Team Member,13,6,0,6.795778928953071
616,3,Video,Team Member,48,2,0,7.061512025362862
617,4,Voice,Team Member,39,17,0,8.484153284195612
618,2,Text,Team Member,4,14,1,5.364035108750837
619,4,Video,Team Member,12,10,0,6.490051476
620,4,Video,Team Member,17,33,0,2.0304881010489884
621,5,Video,Team Member,1,12,0,7.3675909012645135
622,2,Voice,Team Member,17,32,0,8.384117226401353
623,4,Voice,Team Member,2,24,0,5.937377461864164
624,4,Voice,Manager,6,14,1,1.156744623741982
625,2,Voice,Team Member,44,5,0,3.128573563
626,2,Text,Team Member,11,5,0,4.755146510112899
627,4,Video,Team Member,43,32,0,6.771623914028342
628,2,Text,Team Member,18,33,1,3.2032710786522545
629,4,Video,Team Member,40,4,1,8.402910513391141
630,4,Voice,Manager,25,30,0,3.7178979136540358
631,5,Video,Team Member,39,17,0,0.42836347946960784
632,1,Text,Manager,28,3,0,7.939944166698351
633,4,Voice,Team Member,46,13,0,6.4422316951104115
634,3,Voice,Team Member,16,18,0,8.019564947306977
635,1,Voice,Team Member,12,23,0,3.4888981326689352
636,1,Text,Team Member,41,35,0,0.1763019215264583
637,1,Text,Team Member,29,33,0,0.7375292365782793
638,5,Video,Team Member,23,17,0,1.1180078070082722
639,4,Video,Manager,21,34,1,8.051475781557016
640,5,Video,Team Member,16,12,0,3.0143475436015734
641,4,Video,Manager,48,5,0,9.978985094224628
642,5,Video,Team Member,41,27,1,7.5838839649688525
643,5,Video,Manager,45,13,0,6.011549530902318
644,3,Video,Team Member,26,26,0,9.836194119964247
645,5,Voice,Team Member,37,14,1,3.163091883165179
646,2,Text,Manager,22,32,0,1.6561556912117115
647,3,Text,Team Member,10,11,0,7.372729696513153
648,5,Video,Manager,7,16,0,2.780833787896416
649,1,Text,Team Member,9,22,0,9.610369280667573
650,2,Text,Manager,25,16,0,9.880693123
651,2,Voice,Team Member,46,13,1,9.264043950253537
652,2,Text,Team Member,15,12,0,9.447617629095447
653,3,Video,Team Member,13,18,1,6.156548174
654,5,Video,Manager,42,29,1,6.921186495686299
655,5,Voice,Team Member,46,18,0,0.942461578
656,1,Text,Team Member,26,2,0,7.630501597286888
657,1,Text,Team Member,21,2,1,2.0206336307689443
658,2,Voice,Team Member,23,3,0,8.403260597043827
659,1,Text,Team Member,44,29,0,9.615318206110015
660,3,Text,Team Member,28,8,0,2.123776291654733
661,5,Video,Team Member,38,11,0,0.7803111760562131
662,2,Text,Manager,12,12,0,4.838901392678898
663,1,Voice,Team Member,24,32,0,7.915493719483091
664,3,Video,Team Member,13,4,0,7.706401699435229
665,3,Text,Team Member,40,9,0,6.968185056565842
666,1,Text,Team Member,48,24,0,8.206959902347412
667,5,Video,Team Member,2,16,1,1.7498835259515266
668,1,Text,Manager,39,17,0,6.519377579
669,2,Text,Team Member,12,22,0,6.056793158976498
670,1,Text,Team Member,39,7,0,1.5343172375969316
671,3,Voice,Team Member,14,10,0,4.144270706385477
672,1,Text,Team Member,30,29,0,8.525297193095474
673,5,Voice,Team Member,41,24,1,9.71801804
674,4,Video,Manager,43,14,0,6.654301775773518
675,1,Voice,Team Member,48,14,1,9.219410419862443
676,5,Video,Team Member,19,25,1,1.3204923058341733
677,5,Voice,Manager,31,22,0,9.750605256429472
678,3,Video,Team Member,43,23,0,0.33506499180713467
679,5,Video,Team Member,43,32,1,5.272592734711015
680,5,Video,Team Member,25,26,0,2.9100832947081914
681,5,Voice,Team Member,4,27,0,8.139091067848094
682,5,Video,Team Member,13,12,0,2.1754363209751073
683,2,Text,Team Member,36,19,0,0.11530036733138793
684,2,Text,Manager,42,19,1,4.146094592361932
685,3,Text,Team Member,37,34,0,0.6410799766644482
686,1,Text,Team Member,3,32,1,2.9009256918774904
687,5,Video,Team Member,16,29,0,6.4374769166669825
688,1,Text,Manager,26,21,1,2.9470317661656598
689,1,Text,Team Member,40,35,0,2.4579322732123265
690,3,Voice,Team Member,39,5,0,1.5549566307033957
691,5,Video,Team Member,19,12,1,1.3517227408451837
692,5,Video,Manager,46,7,1,5.2585737318141925
693,4,Video,Team Member,15,2,0,6.815070229434714
694,1,Text,Team Member,32,25,0,4.527332057356356
695,1,Voice,Team Member,49,10,0,1.236030990478505
696,2,Text,Team Member,21,6,1,6.477562995215262
697,4,Video,Team Member,1,27,0,5.571218983216381
698,2,Text,Team Member,6,35,1,3.8127545526544706
699,2,Text,Team Member,27,10,0,3.3004687712601353
700,2,Text,Team Member,23,9,0,1.831528912
701,3,Text,Team Member,47,20,1,1.462994588314569
702,3,Text,Team Member,31,35,0,3.3877169446869937
703,2,Text,Team Member,12,8,0,0.41631124103455264
704,4,Video,Team Member,21,31,1,4.366274128013074
705,1,Text,Team Member,2,16,1,6.015739292849359
706,4,Video,Team Member,5,28,0,9.416542752928907
707,5,Video,Team Member,9,6,1,6.258281432777371
708,3,Voice,Team Member,20,32,0,6.240760468558998
709,1,Text,Team Member,46,28,1,3.7441480560360563
710,1,Text,Team Member,18,11,1,1.333171562810509
711,5,Video,Team Member,22,23,0,4.469376532558423
712,5,Video,Team Member,8,30,0,5.9867631906751395
713,2,Voice,Team Member,34,9,0,7.240335966558041
714,3,Voice,Team Member,9,28,0,8.260867738954309
715,3,Text,Team Member,7,24,0,2.559280920681215
716,4,Video,Manager,30,28,0,2.4122007522788746
717,2,Text,Manager,18,24,0,5.652998631045181
718,2,Voice,Team Member,27,15,1,5.660151831344294
719,2,Text,Team Member,16,33,0,2.179477967027743
720,2,Text,Team Member,21,34,0,5.874753103512731
721,3,Text,Manager,5,22,0,3.4587884997439486
722,3,Text,Team Member,29,29,1,6.393149188786329
723,2,Text,Team Member,47,34,0,2.9104471367220164
724,4,Video,Team Member,37,10,1,5.922917920715765
725,1,Voice,Team Member,43,30,0,7.683100412
726,1,Text,Team Member,22,11,0,9.801587757019378
727,4,Voice,Team Member,14,34,0,9.110680564717573
728,2,Text,Team Member,19,21,0,5.035387473274523
729,3,Text,Manager,35,13,0,4.883490833176181
730,1,Text,Team Member,24,25,0,4.377000059357488
731,5,Video,Team Member,42,21,0,0.27750597988638437
732,5,Video,Team Member,6,1,1,1.6595449748626168
733,4,Voice,Team Member,3,5,0,0.5918908830405578
734,2,Text,Team Member,34,22,0,6.963550847753208
735,1,Text,Manager,45,7,1,4.1323465021816554
736,2,Text,Team Member,2,13,0,0.6376987806540957
737,1,Text,Team Member,15,23,0,6.905750777
738,4,Video,Team Member,37,21,1,6.4443586282794385
739,4,Voice,Manager,15,6,1,7.199628306904971
740,5,Video,Manager,32,20,0,5.998341177615691
741,2,Text,Manager,21,12,0,1.6153955994728408
742,5,Voice,Team Member,17,9,0,0.6139229774216881
743,2,Text,Team Member,34,28,1,8.171409702270372
744,5,Voice,Team Member,32,11,1,2.1580899896586603
745,3,Text,Team Member,47,32,0,5.425292404741829
746,3,Text,Team Member,23,11,1,4.852170147321871
747,3,Voice,Team Member,35,24,0,9.210525404365143
748,3,Text,Manager,37,15,0,5.524397608542984
749,1,Text,Team Member,43,35,1,5.800168853871507
750,3,Voice,Team Member,41,17,0,3.1950503371581274
751,4,Voice,Manager,37,25,0,9.586947017686612
752,4,Video,Manager,33,35,1,6.123738157392347
753,1,Text,Team Member,25,19,0,0.049803836
754,3,Video,Team Member,46,31,0,5.560822637349633
755,3,Text,Team Member,37,17,1,3.638653883052012
756,3,Text,Team Member,40,23,1,0.32112204298832214
757,5,Voice,Team Member,21,1,1,4.315497855070845
758,2,Text,Team Member,46,10,0,7.735664883786297
759,5,Video,Manager,48,8,0,5.037894579563624
760,2,Text,Team Member,38,26,0,6.394590861399947
761,3,Text,Team Member,40,34,0,6.397414657
762,3,Text,Manager,34,19,1,6.710193024834269
763,5,Voice,Team Member,19,14,1,3.875961945685754
764,5,Video,Team Member,27,8,0,3.7000483905684503
765,2,Text,Team Member,9,1,0,0.045845313452752556
766,4,Video,Team Member,5,25,1,1.5422246052892108
767,2,Text,Team Member,5,24,1,9.508102127815516
768,5,Video,Team Member,25,20,0,8.424167157882097
769,5,Voice,Manager,26,30,0,2.7510843738990296
770,1,Voice,Team Member,19,5,0,4.011919489257832
771,5,Voice,Team Member,30,3,1,9.399213234
772,1,Text,Manager,36,32,0,2.504444795535772
773,4,Video,Team Member,48,17,0,5.325329692889299
774,2,Text,Team Member,48,5,0,0.2207978405540456
775,2,Voice,Team Member,16,11,0,6.197348363528066
776,1,Text,Team Member,7,4,0,9.300735982
777,2,Text,Team Member,18,19,1,8.847433848400222
778,5,Video,Team Member,21,23,1,5.019692206275332
779,3,Voice,Team Member,31,17,1,6.496419722771659
780,1,Text,Manager,1,13,1,5.697981940132855
781,2,Text,Team Member,3,27,0,0.6697424415417552
782,1,Text,Team Member,31,1,0,1.5872348687674587
783,1,Text,Manager,25,2,1,9.638173147697596
784,3,Video,Team Member,8,18,0,2.5596869687167323
785,5,Video,Team Member,1,33,0,3.844492160963994
786,1,Text,Team Member,7,2,0,5.089443079545072
787,2,Text,Team Member,7,4,0,9.791321293933414
788,4,Voice,Team Member,8,16,0,6.899935062297765
789,1,Text,Team Member,19,4,0,6.295984977303652
790,1,Text,Team Member,17,9,0,5.243999724408593
791,3,Text,Team Member,11,21,0,7.0067441459455715
792,5,Video,Team Member,47,23,1,6.640158905283466
793,4,Voice,Team Member,41,2,0,9.028408923
794,2,Text,Team Member,49,3,0,5.418353053646227
795,4,Video,Team Member,11,23,0,4.215025881904898
796,2,Text,Team Member,38,26,1,8.071620280638713
797,5,Video,Manager,41,7,0,7.997833346868184
798,2,Text,Team Member,2,33,0,1.6983643801208748
799,3,Text,Team Member,4,4,1,2.3679199785645566
800,3,Text,Manager,28,23,0,9.586382612997058
801,3,Text,Team Member,33,25,0,4.441095383823848
802,3,Video,Team Member,11,26,0,5.196606965311896
803,4,Video,Manager,3,28,0,3.101601245798098
804,5,Video,Team Member,40,28,1,4.810710228973535
805,2,Voice,Team Member,5,21,0,7.433566071956559
806,2,Text,Team Member,21,10,0,4.823450974636753
807,3,Text,Team Member,22,27,0,3.1478467995866524
808,3,Voice,Team Member,37,15,0,0.9600100439437653
809,1,Voice,Team Member,11,17,0,9.282615205
810,5,Voice,Team Member,44,35,0,8.716578228018957
811,4,Video,Team Member,22,5,0,7.913649433497222
812,2,Text,Team Member,41,16,0,6.940709638
813,1,Text,Manager,13,23,1,5.155098844505835
814,1,Text,Team Member,3,9,0,8.973967861224503
815,2,Text,Team Member,13,33,0,7.917015127970499
816,4,Voice,Team Member,28,35,0,8.160108418244626
817,1,Text,Team Member,11,24,1,3.0955047299946647
818,1,Text,Team Member,11,24,0,4.2345827340239826
819,5,Voice,Team Member,21,24,0,7.068022641232585
820,4,Video,Team Member,21,19,0,3.710623032077538
821,1,Voice,Manager,7,25,0,4.939746533
822,4,Video,Team Member,17,31,0,6.465129677051235
823,2,Voice,Team Member,48,25,0,4.377584016
824,3,Voice,Team Member,14,27,0,7.930396071628899
825,1,Text,Team Member,33,32,1,1.1627883888451496
826,5,Video,Team Member,11,11,0,7.180565097820173
827,2,Text,Team Member,13,5,0,1.4521006061127795
828,4,Video,Team Member,1,33,0,9.378396549
829,2,Text,Team Member,34,19,0,3.1403768069495874
830,1,Text,Team Member,9,16,0,7.954323610394711
831,4,Voice,Team Member,13,35,0,5.214169781086761
832,3,Text,Team Member,37,11,0,0.9108706658787413
833,2,Text,Team Member,30,11,0,5.825868543910996
834,1,Text,Manager,41,10,0,9.121777368825699
835,5,Voice,Team Member,45,34,1,1.5723440443790393
836,4,Video,Team Member,37,5,0,3.213069493608317
837,2,Text,Team Member,47,23,1,4.3915867095774015
838,2,Text,Team Member,7,25,1,2.7505306334065374
839,3,Text,Team Member,14,29,0,9.437794747363611
840,3,Voice,Team Member,48,13,1,3.7750026480846555
841,5,Video,Team Member,6,32,0,6.580620584856787
842,5,Voice,Team Member,34,34,0,2.239167643700659
843,1,Text,Manager,16,12,0,2.197059374816482
844,1,Text,Team Member,37,24,0,1.7584933560393912
845,5,Video,Manager,36,21,0,4.348122635267233
846,5,Video,Manager,46,29,0,5.328582023
847,4,Video,Team Member,6,23,1,0.10748165751581773
848,3,Text,Team Member,8,33,0,8.329234276131146
849,1,Voice,Team Member,24,8,0,5.127538925310988
850,3,Text,Team Member,3,13,1,1.5720992341643203
851,3,Video,Team Member,4,5,1,0.6729331250298876
852,5,Video,Team Member,32,10,1,0.6319929712932804
853,4,Video,Team Member,1,14,1,2.576434869
854,2,Voice,Team Member,34,24,0,4.992921479709789
855,4,Video,Manager,45,11,0,8.602395360029984
856,4,Voice,Team Member,9,3,0,9.029654268909034
857,3,Video,Team Member,12,29,1,8.323279199794039
858,4,Voice,Team Member,10,30,0,3.285634681207237
859,1,Text,Team Member,10,7,0,3.0655775170609934
860,3,Text,Team Member,44,17,0,9.874583451549977
861,1,Text,Team Member,48,20,0,6.812806299874588
862,2,Text,Team Member,23,11,0,3.0495194125754175
863,3,Voice,Manager,6,25,0,3.2908015232480348
864,2,Text,Team Member,24,24,0,4.346444393106969
865,3,Voice,Team Member,24,2,0,6.218066978248374
866,5,Video,Team Member,21,27,1,8.979791599716789
867,4,Video,Manager,42,19,1,1.9830711969640924
868,5,Video,Team Member,31,29,0,0.8440339768446259
869,2,Text,Team Member,47,11,1,4.057521239542325
870,4,Video,Manager,41,19,1,2.454554826105766
871,3,Voice,Team Member,30,28,0,5.760326734391033
872,4,Voice,Team Member,34,21,1,6.992148371474215
873,1,Text,Team Member,18,26,1,3.107359537174299
874,4,Video,Team Member,12,22,0,6.854512888619886
875,1,Text,Team Member,35,6,0,3.431472548578066
876,4,Video,Manager,7,11,0,6.349681396662621
877,1,Text,Team Member,41,14,1,6.330608067473999
878,2,Text,Manager,40,2,0,2.7815970342164373
879,5,Video,Team Member,25,20,0,6.357227517102036
880,3,Video,Manager,6,22,0,3.8095509572365582
881,4,Video,Team Member,1,4,0,3.3645494436066525
882,5,Video,Team Member,46,29,0,2.892877470664926
883,3,Text,Team Member,16,24,0,3.456452601
884,3,Text,Team Member,48,1,1,7.867448921
885,1,Text,Team Member,4,24,1,2.4517881417251717
886,2,Text,Manager,29,30,0,6.819874051463097
887,2,Voice,Manager,38,12,0,9.006205849809001
888,5,Video,Team Member,47,19,0,3.5042894103456215
889,2,Text,Team Member,28,4,1,0.29512064494900403
890,4,Voice,Team Member,22,15,0,0.24606029124990103
891,2,Text,Team Member,8,20,0,1.3950288835030433
892,5,Video,Team Member,32,20,1,1.1004484309866558
893,2,Text,Team Member,33,21,1,7.4808524987143326
894,4,Video,Team Member,13,10,0,2.9485071690737263
895,1,Text,Manager,27,30,0,6.525097736006843
896,5,Video,Team Member,18,24,0,0.424554357
897,1,Text,Team Member,18,3,1,2.9574027607814255
898,1,Text,Team Member,13,29,0,2.3414623467728046
899,1,Text,Manager,22,8,0,2.7688051035236283
900,3,Voice,Team Member,14,29,0,1.9071776913379945
901,3,Text,Team Member,11,10,0,6.1791602110231985
902,1,Text,Manager,39,5,0,6.626728696566668
903,5,Voice,Team Member,22,11,0,1.484654904832603
904,4,Video,Team Member,36,4,0,7.411459846147578
905,4,Voice,Team Member,17,35,0,2.5004547625862896
906,2,Text,Manager,32,12,0,2.829225024995654
907,5,Voice,Team Member,14,21,0,8.288083388436224
908,3,Text,Team Member,42,16,0,9.011659152711921
909,1,Text,Team Member,29,14,0,8.247563134684233
910,2,Voice,Manager,6,21,0,1.4776282035092914
911,4,Voice,Manager,4,27,1,9.992676350965198
912,3,Text,Team Member,11,1,0,6.721554147823683
913,3,Text,Manager,45,1,1,5.1066862154070405
